SQL_ApplicationId,SQL_Party_Id,API_Party_Id,SQL_PartyRoleTypeName,API_PartyRoleTypeName,SQL_AccociatedPartyId,API_AccociatedPartyId,SQL_CrmIdentifier,API_CrmIdentifier,SQL_OrganisationName,API_OrganisationName,SQL_Salutation,API_Salutation,SQL_FirstName,API_FirstName,SQL_MiddleName,API_MiddleName,SQL_LastName,API_LastName,SQL_Name,API_Name,SQL_SearchName,API_SearchName,SQL_EmailAddress,API_EmailAddress,SQL_Telephone,API_Telephone,SQL_Fax,API_Fax,SQL_Address_Id,API_Address_Id,SQL_AddressName,API_AddressName,SQL_Line1,API_Line1,SQL_Line2,API_Line2,SQL_Line3,API_Line3,SQL_City,API_City,SQL_StateOrProvince,API_StateOrProvince,SQL_Country,API_Country,SQL_Postcode,API_Postcode,Test Case Status
75965,82700,82700,Crew Manager,Crew Manager,191235,191235,72B73BCB-C837-E711-B767-005056B03908,72b73bcb-c837-e711-b767-005056b03908,Tom test Mortgagee,Tom test Mortgagee,null,null,null,null,null,null,null,null,Tom test Mortgagee,Tom test Mortgagee,Tom test Mortgagee,Tom test Mortgagee,null,null,null,null,null,null,23906,23906,Test Bank,Test Bank,null,null,null,null,null,null,Test City,Test City,null,null,ITALY,ITALY,null,null,Test Case is passed
75964,96380,96380,Joint Assured,Joint Assured,191234,191234,F75040D2-C51A-E911-A988-0022480050C6,f75040d2-c51a-e911-a988-0022480050c6,PT PELAYARAN SINAR GRATIA NUSANTARA,PT PELAYARAN SINAR GRATIA NUSANTARA,null,null,null,null,null,null,null,null,PT PELAYARAN SINAR GRATIA NUSANTARA,PT PELAYARAN SINAR GRATIA NUSANTARA,PT PELAYARAN SINAR GRATIA NUSANTARA,PT PELAYARAN SINAR GRATIA NUSANTARA,null,null,null,null,null,null,96396,96396,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Test Case is passed
75963,48777,48777,Joint Assured,Joint Assured,191233,191233,F684396B-DAA6-E411-B3AC-005056B03908,f684396b-daa6-e411-b3ac-005056b03908,Pt Pelayaran Teguh Persada Kencana,Pt Pelayaran Teguh Persada Kencana,null,null,null,null,null,null,null,null,Pt Pelayaran Teguh Persada Kencana,Pt Pelayaran Teguh Persada Kencana,Pt Pelayaran Teguh Persada Kencana,Pt Pelayaran Teguh Persada Kencana,null,null,null,null,null,null,23082,23082,Jl. Raja Ali Haji Komp.,Jl. Raja Ali Haji Komp.,Nagoya Point Blok JJ No. 4,Nagoya Point Blok JJ No. 4,Kota,Kota,null,null,Batam 29444,Batam 29444,null,null,INDONESIA,INDONESIA,null,null,Test Case is passed
75962,112580,112580,Crew Manager,Crew Manager,191240,191240,4D9D4CA2-4604-46E3-B33F-82926F0F66B3,4d9d4ca2-4604-46e3-b33f-82926f0f66b3,17AugRun2 Party 2,17AugRun2 Party 2,null,null,null,null,null,null,null,null,17AugRun2 Party 2,17AugRun2 Party 2,17AugRun2 Party 2,17AugRun2 Party 2,null,null,null,null,null,null,112995,112995,17AugRun2 Party 2 Add Name,17AugRun2 Party 2 Add Name,17AugRun2 Party 2 L1,17AugRun2 Party 2 L1,17AugRun2 Party 2 L2,17AugRun2 Party 2 L2,null,null,Leeds,Leeds,est Yorkshire,est Yorkshire,UNITED KINGDOM,UNITED KINGDOM,L1 1BB,L1 1BB,Test Case is passed
75962,112580,112580,Crew Manager,Crew Manager,191236,191236,4D9D4CA2-4604-46E3-B33F-82926F0F66B3,4d9d4ca2-4604-46e3-b33f-82926f0f66b3,17AugRun2 Party 2,17AugRun2 Party 2,null,null,null,null,null,null,null,null,17AugRun2 Party 2,17AugRun2 Party 2,17AugRun2 Party 2,17AugRun2 Party 2,null,null,null,null,null,null,112995,112995,17AugRun2 Party 2 Add Name,17AugRun2 Party 2 Add Name,17AugRun2 Party 2 L1,17AugRun2 Party 2 L1,17AugRun2 Party 2 L2,17AugRun2 Party 2 L2,null,null,Leeds,Leeds,est Yorkshire,est Yorkshire,UNITED KINGDOM,UNITED KINGDOM,L1 1BB,L1 1BB,Test Case is passed
75962,112583,112583,Protective Co-Assured,Protective Co-Assured,191232,191232,B71D9CE4-B249-4A8B-A51F-D2AFC5F6E9A9,b71d9ce4-b249-4a8b-a51f-d2afc5f6e9a9,17AugRun2 Party 5,17AugRun2 Party 5,null,null,null,null,null,null,null,null,17AugRun2 Party 5,17AugRun2 Party 5,17AugRun2 Party 5,17AugRun2 Party 5,null,null,null,null,null,null,112998,112998,17AugRun2 Party 5Add Name,17AugRun2 Party 5Add Name,17AugRun2 Party 5 L1,17AugRun2 Party 5 L1,17AugRun2 Party 5 L2,17AugRun2 Party 5 L2,null,null,BHAM,BHAM,null,null,UNITED KINGDOM,UNITED KINGDOM,B37 7HG,B37 7HG,Test Case is passed
75962,112582,112582,Mortgagee,Mortgagee,191231,191231,76924454-4C1C-41D1-9390-91CF2BA02079,76924454-4c1c-41d1-9390-91cf2ba02079,17AugRun2 Party 4,17AugRun2 Party 4,null,null,null,null,null,null,null,null,17AugRun2 Party 4,17AugRun2 Party 4,17AugRun2 Party 4,17AugRun2 Party 4,null,null,null,null,null,null,112997,112997,17AugRun2 Party 4 Add Name,17AugRun2 Party 4 Add Name,17AugRun2 Party 4 L1,17AugRun2 Party 4 L1,17AugRun2 Party 4 L2,17AugRun2 Party 4 L2,null,null,BHAM,BHAM,null,null,UNITED KINGDOM,UNITED KINGDOM,B37 7HG,B37 7HG,Test Case is passed
75962,112581,112581,Mortgagee,Mortgagee,191230,191230,C054C839-162A-4DC7-B67B-7C9824D0D1C6,c054c839-162a-4dc7-b67b-7c9824d0d1c6,17AugRun2 Party 3,17AugRun2 Party 3,null,null,null,null,null,null,null,null,17AugRun2 Party 3,17AugRun2 Party 3,17AugRun2 Party 3,17AugRun2 Party 3,null,null,null,null,null,null,112996,112996,17AugRun2 Party 3 Add Name,17AugRun2 Party 3 Add Name,17AugRun2 Party 3 L1,17AugRun2 Party 3 L1,17AugRun2 Party 3 L2,17AugRun2 Party 3 L2,null,null,Derby ,Derby ,Derbyshire,Derbyshire,UNITED KINGDOM,UNITED KINGDOM,D1 1DB,D1 1DB,Test Case is passed
75962,112580,112580,Crew Manager,Crew Manager,191229,191229,4D9D4CA2-4604-46E3-B33F-82926F0F66B3,4d9d4ca2-4604-46e3-b33f-82926f0f66b3,17AugRun2 Party 2,17AugRun2 Party 2,null,null,null,null,null,null,null,null,17AugRun2 Party 2,17AugRun2 Party 2,17AugRun2 Party 2,17AugRun2 Party 2,null,null,null,null,null,null,112995,112995,17AugRun2 Party 2 Add Name,17AugRun2 Party 2 Add Name,17AugRun2 Party 2 L1,17AugRun2 Party 2 L1,17AugRun2 Party 2 L2,17AugRun2 Party 2 L2,null,null,Leeds,Leeds,est Yorkshire,est Yorkshire,UNITED KINGDOM,UNITED KINGDOM,L1 1BB,L1 1BB,Test Case is passed
75962,112579,112579,Joint Assured,Joint Assured,191228,191228,49D16B80-F366-4083-A1C9-851525B422BA,49d16b80-f366-4083-a1c9-851525b422ba,17AugRun2 Party 1,17AugRun2 Party 1,null,null,null,null,null,null,null,null,17AugRun2 Party 1,17AugRun2 Party 1,17AugRun2 Party 1,17AugRun2 Party 1,you@there.com,you@there.com,+445511225,+445511225,+44558855221,+44558855221,112994,112994,17AugRun2 Party 1Add Name,17AugRun2 Party 1Add Name,17AugRun2 Party 1 L1,17AugRun2 Party 1 L1,17AugRun2 Party 1L2,17AugRun2 Party 1L2,17AugRun2 Party 1 L3,17AugRun2 Party 1 L3,Birmingham,Birmingham,Midlands,Midlands,UNITED KINGDOM,UNITED KINGDOM,B37 7HG,B37 7HG,Test Case is passed
75961,112582,112582,Mortgagee,Mortgagee,191227,191227,76924454-4C1C-41D1-9390-91CF2BA02079,76924454-4c1c-41d1-9390-91cf2ba02079,17AugRun2 Party 4,17AugRun2 Party 4,null,null,null,null,null,null,null,null,17AugRun2 Party 4,17AugRun2 Party 4,17AugRun2 Party 4,17AugRun2 Party 4,null,null,null,null,null,null,112997,112997,17AugRun2 Party 4 Add Name,17AugRun2 Party 4 Add Name,17AugRun2 Party 4 L1,17AugRun2 Party 4 L1,17AugRun2 Party 4 L2,17AugRun2 Party 4 L2,null,null,BHAM,BHAM,null,null,UNITED KINGDOM,UNITED KINGDOM,B37 7HG,B37 7HG,Test Case is passed
75961,112581,112581,InterestedParty,InterestedParty,191226,191226,C054C839-162A-4DC7-B67B-7C9824D0D1C6,c054c839-162a-4dc7-b67b-7c9824d0d1c6,17AugRun2 Party 3,17AugRun2 Party 3,null,null,null,null,null,null,null,null,17AugRun2 Party 3,17AugRun2 Party 3,17AugRun2 Party 3,17AugRun2 Party 3,null,null,null,null,null,null,112996,112996,17AugRun2 Party 3 Add Name,17AugRun2 Party 3 Add Name,17AugRun2 Party 3 L1,17AugRun2 Party 3 L1,17AugRun2 Party 3 L2,17AugRun2 Party 3 L2,null,null,Derby ,Derby ,Derbyshire,Derbyshire,UNITED KINGDOM,UNITED KINGDOM,D1 1DB,D1 1DB,Test Case is passed
75961,112580,112580,Crew Manager,Crew Manager,191225,191225,4D9D4CA2-4604-46E3-B33F-82926F0F66B3,4d9d4ca2-4604-46e3-b33f-82926f0f66b3,17AugRun2 Party 2,17AugRun2 Party 2,null,null,null,null,null,null,null,null,17AugRun2 Party 2,17AugRun2 Party 2,17AugRun2 Party 2,17AugRun2 Party 2,null,null,null,null,null,null,112995,112995,17AugRun2 Party 2 Add Name,17AugRun2 Party 2 Add Name,17AugRun2 Party 2 L1,17AugRun2 Party 2 L1,17AugRun2 Party 2 L2,17AugRun2 Party 2 L2,null,null,Leeds,Leeds,est Yorkshire,est Yorkshire,UNITED KINGDOM,UNITED KINGDOM,L1 1BB,L1 1BB,Test Case is passed
75961,112579,112579,Joint Assured,Joint Assured,191224,191224,49D16B80-F366-4083-A1C9-851525B422BA,49d16b80-f366-4083-a1c9-851525b422ba,17AugRun2 Party 1,17AugRun2 Party 1,null,null,null,null,null,null,null,null,17AugRun2 Party 1,17AugRun2 Party 1,17AugRun2 Party 1,17AugRun2 Party 1,you@there.com,you@there.com,+445511225,+445511225,+44558855221,+44558855221,112994,112994,17AugRun2 Party 1Add Name,17AugRun2 Party 1Add Name,17AugRun2 Party 1 L1,17AugRun2 Party 1 L1,17AugRun2 Party 1L2,17AugRun2 Party 1L2,17AugRun2 Party 1 L3,17AugRun2 Party 1 L3,Birmingham,Birmingham,Midlands,Midlands,UNITED KINGDOM,UNITED KINGDOM,B37 7HG,B37 7HG,Test Case is passed
