SQL_ApplicationId,SQL_JointAssuredId,API_JointAssuredId,SQL_JointAssuredReference,API_JointAssuredReference,SQL_Party_Id,API_Party_Id,SQL_PartyRoleTypeName,SQL_CrmIdentifier,API_CrmIdentifier,SQL_OrganisationName,API_OrganisationName,SQL_Salutation,API_Salutation,SQL_FirstName,API_FirstName,SQL_MiddleName,API_MiddleName,SQL_LastName,API_LastName,SQL_Name,API_Name,SQL_SearchName,API_SearchName,SQL_EmailAddress,API_EmailAddress,SQL_Telephone,API_Telephone,SQL_Fax,API_Fax,SQL_Address_Id,API_Address_Id,SQL_AddressName,API_AddressName,SQL_Line1,API_Line1,SQL_Line2,API_Line2,SQL_Line3,API_Line3,SQL_City,API_City,SQL_StateOrProvince,API_StateOrProvince,SQL_Country,API_Country,SQL_Postcode,API_Postcode,Status
12329,41849,41849,503662,503662,85680,85680,Joint Assured,1A1FFE2F-4071-E711-B767-005056B03908,1a1ffe2f-4071-e711-b767-005056b03908,KS Southampton Ltd.,KS Southampton Ltd.,null,null,null,null,null,null,KS Southampton Ltd.,KS Southampton Ltd.,KS Southampton Ltd.,KS Southampton Ltd.,KS Southampton Ltd.,KS Southampton Ltd.,null,null,null,null,null,null,57180,57180,Block C, Office 8, 179 Marina Seafront,Block C  Office 8  179 Marina Seafront,null,null,null,null,null,null,Pieta PTA 9072,Pieta PTA 9072,null,null,MALTA,MALTA,null,null,Test Case Failed
12341,41849,41849,503662,503662,85680,85680,Joint Assured,1A1FFE2F-4071-E711-B767-005056B03908,1a1ffe2f-4071-e711-b767-005056b03908,KS Southampton Ltd.,KS Southampton Ltd.,null,null,null,null,null,null,KS Southampton Ltd.,KS Southampton Ltd.,KS Southampton Ltd.,KS Southampton Ltd.,KS Southampton Ltd.,KS Southampton Ltd.,null,null,null,null,null,null,57180,57180,Block C, Office 8, 179 Marina Seafront,Block C  Office 8  179 Marina Seafront,null,null,null,null,null,null,Pieta PTA 9072,Pieta PTA 9072,null,null,MALTA,MALTA,null,null,Test Case Failed
12930,41848,41848,503661,503661,85531,85531,Joint Assured,27D6854F-406D-E711-B767-005056B03908,27d6854f-406d-e711-b767-005056b03908,Allied Irish Banks, p.l.c.,,Allied Irish Banks  p.l.c. ,null,null,null,null,null,null,Allied Irish Banks, p.l.c.,,Allied Irish Banks  p.l.c. ,Allied Irish Banks, p.l.c.,,Allied Irish Banks  p.l.c. ,Allied Irish Banks, p.l.c.,,Allied Irish Banks  p.l.c. ,null,null,null,null,null,null,26900,26900,Bankcentre,Bankcentre,Ballsbridge,Ballsbridge,null,null,null,null,Dublin, 4,Dublin  4,null,null,IRELAND,REPUBLIC OF,IRELAND REPUBLIC OF,null,null,Test Case Failed
20894,41848,41848,503661,503661,85531,85531,Joint Assured,27D6854F-406D-E711-B767-005056B03908,27d6854f-406d-e711-b767-005056b03908,Allied Irish Banks, p.l.c.,,Allied Irish Banks  p.l.c. ,null,null,null,null,null,null,Allied Irish Banks, p.l.c.,,Allied Irish Banks  p.l.c. ,Allied Irish Banks, p.l.c.,,Allied Irish Banks  p.l.c. ,Allied Irish Banks, p.l.c.,,Allied Irish Banks  p.l.c. ,null,null,null,null,null,null,26900,26900,Bankcentre,Bankcentre,Ballsbridge,Ballsbridge,null,null,null,null,Dublin, 4,Dublin  4,null,null,IRELAND,REPUBLIC OF,IRELAND REPUBLIC OF,null,null,Test Case Failed
70551,41848,41848,503661,503661,85531,85531,Joint Assured,27D6854F-406D-E711-B767-005056B03908,27d6854f-406d-e711-b767-005056b03908,Allied Irish Banks, p.l.c.,,Allied Irish Banks  p.l.c. ,null,null,null,null,null,null,Allied Irish Banks, p.l.c.,,Allied Irish Banks  p.l.c. ,Allied Irish Banks, p.l.c.,,Allied Irish Banks  p.l.c. ,Allied Irish Banks, p.l.c.,,Allied Irish Banks  p.l.c. ,null,null,null,null,null,null,26900,26900,Bankcentre,Bankcentre,Ballsbridge,Ballsbridge,null,null,null,null,Dublin, 4,Dublin  4,null,null,IRELAND,REPUBLIC OF,IRELAND REPUBLIC OF,null,null,Test Case Failed
49610,41848,41848,503661,503661,85531,85531,Joint Assured,27D6854F-406D-E711-B767-005056B03908,27d6854f-406d-e711-b767-005056b03908,Allied Irish Banks, p.l.c.,,Allied Irish Banks  p.l.c. ,null,null,null,null,null,null,Allied Irish Banks, p.l.c.,,Allied Irish Banks  p.l.c. ,Allied Irish Banks, p.l.c.,,Allied Irish Banks  p.l.c. ,Allied Irish Banks, p.l.c.,,Allied Irish Banks  p.l.c. ,null,null,null,null,null,null,26900,26900,Bankcentre,Bankcentre,Ballsbridge,Ballsbridge,null,null,null,null,Dublin, 4,Dublin  4,null,null,IRELAND,REPUBLIC OF,IRELAND REPUBLIC OF,null,null,Test Case Failed
6564,41847,41847,503660,503660,85317,85317,Joint Assured,BA5938D6-7468-E711-B767-005056B03908,ba5938d6-7468-e711-b767-005056b03908,Alliance Logistics Management Co. Ltd,Alliance Logistics Management Co. Ltd,null,null,null,null,null,null,Alliance Logistics Management Co. Ltd,Alliance Logistics Management Co. Ltd,Alliance Logistics Management Co. Ltd,Alliance Logistics Management Co. Ltd,Alliance Logistics Management Co. Ltd,Alliance Logistics Management Co. Ltd,null,null,null,null,null,null,26674,26674,157/44 D2 Str,157/44 D2 Str,Ward 25, Binh Thanh Dist,Ward 25  Binh Thanh Dist,null,null,null,null,Ho Chi Minh City,Ho Chi Minh City,null,null,VIETNAM,VIETNAM,null,null,Test Case Failed
11364,41847,41847,503660,503660,85317,85317,Joint Assured,BA5938D6-7468-E711-B767-005056B03908,ba5938d6-7468-e711-b767-005056b03908,Alliance Logistics Management Co. Ltd,Alliance Logistics Management Co. Ltd,null,null,null,null,null,null,Alliance Logistics Management Co. Ltd,Alliance Logistics Management Co. Ltd,Alliance Logistics Management Co. Ltd,Alliance Logistics Management Co. Ltd,Alliance Logistics Management Co. Ltd,Alliance Logistics Management Co. Ltd,null,null,null,null,null,null,26674,26674,157/44 D2 Str,157/44 D2 Str,Ward 25, Binh Thanh Dist,Ward 25  Binh Thanh Dist,null,null,null,null,Ho Chi Minh City,Ho Chi Minh City,null,null,VIETNAM,VIETNAM,null,null,Test Case Failed
49013,41847,41847,503660,503660,85317,85317,Joint Assured,BA5938D6-7468-E711-B767-005056B03908,ba5938d6-7468-e711-b767-005056b03908,Alliance Logistics Management Co. Ltd,Alliance Logistics Management Co. Ltd,null,null,null,null,null,null,Alliance Logistics Management Co. Ltd,Alliance Logistics Management Co. Ltd,Alliance Logistics Management Co. Ltd,Alliance Logistics Management Co. Ltd,Alliance Logistics Management Co. Ltd,Alliance Logistics Management Co. Ltd,null,null,null,null,null,null,26674,26674,157/44 D2 Str,157/44 D2 Str,Ward 25, Binh Thanh Dist,Ward 25  Binh Thanh Dist,null,null,null,null,Ho Chi Minh City,Ho Chi Minh City,null,null,VIETNAM,VIETNAM,null,null,Test Case Failed
11662,41847,41847,503660,503660,85317,85317,Joint Assured,BA5938D6-7468-E711-B767-005056B03908,ba5938d6-7468-e711-b767-005056b03908,Alliance Logistics Management Co. Ltd,Alliance Logistics Management Co. Ltd,null,null,null,null,null,null,Alliance Logistics Management Co. Ltd,Alliance Logistics Management Co. Ltd,Alliance Logistics Management Co. Ltd,Alliance Logistics Management Co. Ltd,Alliance Logistics Management Co. Ltd,Alliance Logistics Management Co. Ltd,null,null,null,null,null,null,26674,26674,157/44 D2 Str,157/44 D2 Str,Ward 25, Binh Thanh Dist,Ward 25  Binh Thanh Dist,null,null,null,null,Ho Chi Minh City,Ho Chi Minh City,null,null,VIETNAM,VIETNAM,null,null,Test Case Failed
14222,41846,41846,503659,503659,85316,85316,Joint Assured,2A34559E-7368-E711-B767-005056B03908,2a34559e-7368-e711-b767-005056b03908,Anitipollution Thessaloniki Maritime Company,Anitipollution Thessaloniki Maritime Company,null,null,null,null,null,null,Anitipollution Thessaloniki Maritime Company,Anitipollution Thessaloniki Maritime Company,Anitipollution Thessaloniki Maritime Company,Anitipollution Thessaloniki Maritime Company,Anitipollution Thessaloniki Maritime Company,Anitipollution Thessaloniki Maritime Company,-,-,null,null,null,null,26673,26673,L. 959/79,L. 959/79,90th, 26th Okyovrias & Minotava,90th  26th Okyovrias & Minotava,null,null,null,null,Thessaloniki,Thessaloniki,null,null,GREECE,GREECE,null,null,Test Case Failed
15971,41845,41845,503658,503658,85252,85252,Joint Assured,CBBAEAAF-1B67-E711-B767-005056B03908,cbbaeaaf-1b67-e711-b767-005056b03908,LEASEXPLORER SAS,LEASEXPLORER SAS,null,null,null,null,null,null,LEASEXPLORER SAS,LEASEXPLORER SAS,LEASEXPLORER SAS,LEASEXPLORER SAS,LEASEXPLORER SAS,LEASEXPLORER SAS,null,null,null,null,null,null,26602,26602,40, Quai de Dion Bouton,40  Quai de Dion Bouton,null,null,null,null,null,null,92 800 PUTEAUX,92 800 PUTEAUX,null,null,FRANCE,FRANCE,null,null,Test Case Failed
17411,41845,41845,503658,503658,85252,85252,Joint Assured,CBBAEAAF-1B67-E711-B767-005056B03908,cbbaeaaf-1b67-e711-b767-005056b03908,LEASEXPLORER SAS,LEASEXPLORER SAS,null,null,null,null,null,null,LEASEXPLORER SAS,LEASEXPLORER SAS,LEASEXPLORER SAS,LEASEXPLORER SAS,LEASEXPLORER SAS,LEASEXPLORER SAS,null,null,null,null,null,null,26602,26602,40, Quai de Dion Bouton,40  Quai de Dion Bouton,null,null,null,null,null,null,92 800 PUTEAUX,92 800 PUTEAUX,null,null,FRANCE,FRANCE,null,null,Test Case Failed
52042,41845,41845,503658,503658,85252,85252,Joint Assured,CBBAEAAF-1B67-E711-B767-005056B03908,cbbaeaaf-1b67-e711-b767-005056b03908,LEASEXPLORER SAS,LEASEXPLORER SAS,null,null,null,null,null,null,LEASEXPLORER SAS,LEASEXPLORER SAS,LEASEXPLORER SAS,LEASEXPLORER SAS,LEASEXPLORER SAS,LEASEXPLORER SAS,null,null,null,null,null,null,26602,26602,40, Quai de Dion Bouton,40  Quai de Dion Bouton,null,null,null,null,null,null,92 800 PUTEAUX,92 800 PUTEAUX,null,null,FRANCE,FRANCE,null,null,Test Case Failed
10631,41844,41844,503657,503657,85010,85010,Joint Assured,A9B504F7-6062-E711-B767-005056B03908,a9b504f7-6062-e711-b767-005056b03908,Deme Building Materials N.V.,Deme Building Materials N.V.,null,null,null,null,null,null,Deme Building Materials N.V.,Deme Building Materials N.V.,Deme Building Materials N.V.,Deme Building Materials N.V.,Deme Building Materials N.V.,Deme Building Materials N.V.,null,null,null,null,null,null,26409,26409,Europaweg Zuid 4,Europaweg Zuid 4,null,null,null,null,null,null,4389 PD RITTHEM,4389 PD RITTHEM,null,null,NETHERLANDS,NETHERLANDS,null,null,Test Case Passed
14991,41844,41844,503657,503657,85010,85010,Joint Assured,A9B504F7-6062-E711-B767-005056B03908,a9b504f7-6062-e711-b767-005056b03908,Deme Building Materials N.V.,Deme Building Materials N.V.,null,null,null,null,null,null,Deme Building Materials N.V.,Deme Building Materials N.V.,Deme Building Materials N.V.,Deme Building Materials N.V.,Deme Building Materials N.V.,Deme Building Materials N.V.,null,null,null,null,null,null,26409,26409,Europaweg Zuid 4,Europaweg Zuid 4,null,null,null,null,null,null,4389 PD RITTHEM,4389 PD RITTHEM,null,null,NETHERLANDS,NETHERLANDS,null,null,Test Case Passed
